build_year,facades,garden,living_area,locality_name,number_rooms,postal_code,price,property_id,property_type,property_url,state,swimming_pool,terrace,province,property_type_name,state_mapped
,2.0,0,87.0,Mons,2,7000.0,240000.0,VBD32586,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32586,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,107.0,Mons,3,7000.0,280000.0,VBD32587,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32587,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,83.0,Mons,2,7000.0,218000.0,VBD32588,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32588,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Mons,2,7000.0,232000.0,VBD32590,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32590,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,83.0,Mons,2,7000.0,220000.0,VBD32591,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32591,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,87.0,Mons,2,7000.0,242000.0,VBD32592,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32592,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,107.0,Mons,3,7000.0,283000.0,VBD32593,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32593,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,83.0,Mons,2,7000.0,221000.0,VBD32594,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32594,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Mons,2,7000.0,235000.0,VBD32595,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32595,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,83.0,Mons,2,7000.0,223000.0,VBD32596,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32596,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,110.0,Mons,3,7000.0,320000.0,VBD32597,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32597,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,139.0,Mons,3,7000.0,404000.0,VBD32598,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd32598,New,0,1,Hainaut,apartment,ready_to_move_in
,4.0,1,192.0,La Reid,4,4910.0,525000.0,VBD32819,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32819,New,0,1,Liège,house,ready_to_move_in
,4.0,1,162.0,La Reid,3,4910.0,499000.0,VBD32820,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32820,New,0,1,Liège,house,ready_to_move_in
,4.0,1,200.0,La Reid,4,4910.0,539000.0,VBD32821,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32821,New,0,1,Liège,house,ready_to_move_in
,4.0,1,162.0,La Reid,3,4910.0,489000.0,VBD32822,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32822,New,0,1,Liège,house,ready_to_move_in
,4.0,0,192.0,La Reid,4,4910.0,529000.0,VBD32823,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32823,New,0,1,Liège,house,ready_to_move_in
,4.0,1,170.0,La Reid,3,4910.0,519000.0,VBD32824,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32824,New,0,1,Liège,house,ready_to_move_in
,4.0,0,192.0,La Reid,3,4910.0,569000.0,VBD32825,Residence,https://immovlan.be/en/detail/residence/for-sale/4910/la-reid/vbd32825,New,0,1,Liège,house,ready_to_move_in
,,0,150.0,Liege,3,4000.0,,VBD36212,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbd36212,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,116.0,Jemeppe,3,4101.0,276000.0,VBD36372,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36372,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,67.0,Jemeppe,1,4101.0,197500.0,VBD36373,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36373,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,51.0,Jemeppe,1,4101.0,185000.0,VBD36374,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36374,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,51.0,Jemeppe,1,4101.0,185000.0,VBD36375,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36375,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,51.0,Jemeppe,1,4101.0,185000.0,VBD36376,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36376,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,51.0,Jemeppe,1,4101.0,185000.0,VBD36377,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36377,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,67.0,Jemeppe,1,4101.0,197500.0,VBD36378,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36378,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,67.0,Jemeppe,1,4101.0,197500.0,VBD36379,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36379,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,72.0,Jemeppe,1,4101.0,210000.0,VBD36380,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36380,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,71.0,Jemeppe,1,4101.0,210000.0,VBD36381,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36381,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,71.0,Jemeppe,2,4101.0,243000.0,VBD36382,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36382,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,120.0,Jemeppe,3,4101.0,299000.0,VBD36383,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36383,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,65.0,Jemeppe,1,4101.0,210000.0,VBD36384,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36384,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,119.0,Jemeppe,3,4101.0,256000.0,VBD36386,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36386,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,58.0,Jemeppe,1,4101.0,190000.0,VBD36387,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36387,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,171000.0,VBD36388,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36388,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,171000.0,VBD36389,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36389,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,171000.0,VBD36390,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36390,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,171000.0,VBD36391,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36391,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,64.0,Jemeppe,1,4101.0,190000.0,VBD36392,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36392,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,62.0,Jemeppe,1,4101.0,190000.0,VBD36393,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36393,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,84.0,Jemeppe,1,4101.0,190000.0,VBD36394,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36394,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,71.0,Jemeppe,1,4101.0,190000.0,VBD36395,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36395,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,95.0,Jemeppe,2,4101.0,223500.0,VBD36396,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36396,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,120.0,Jemeppe,3,4101.0,256000.0,VBD36397,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36397,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,65.0,Jemeppe,1,4101.0,190000.0,VBD36398,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36398,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,111.0,Jemeppe,2,4101.0,289000.0,VBD36399,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36399,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,60.0,Jemeppe,1,4101.0,209000.0,VBD36401,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36401,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,195000.0,VBD36402,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36402,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,195000.0,VBD36403,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36403,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,195000.0,VBD36404,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36404,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,45.0,Jemeppe,1,4101.0,195000.0,VBD36405,Studio,https://immovlan.be/en/detail/studio/for-sale/4101/jemeppe/vbd36405,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,63.0,Jemeppe,1,4101.0,229000.0,VBD36406,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36406,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,61.0,Jemeppe,1,4101.0,214000.0,VBD36407,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36407,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,72.0,Jemeppe,1,4101.0,219000.0,VBD36408,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36408,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,71.0,Jemeppe,1,4101.0,219000.0,VBD36409,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36409,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,95.0,Jemeppe,2,4101.0,269000.0,VBD36410,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36410,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,120.0,Jemeppe,3,4101.0,319000.0,VBD36411,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36411,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,65.0,Jemeppe,1,4101.0,219000.0,VBD36412,Apartment,https://immovlan.be/en/detail/apartment/for-sale/4101/jemeppe/vbd36412,New,0,1,Liège,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,215000.0,VBD36775,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36775,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,56.0,Braine-le-Comte,1,7090.0,149000.0,VBD36776,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36776,New,0,0,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,158000.0,VBD36777,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36777,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Braine-le-Comte,2,7090.0,219000.0,VBD36778,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36778,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,218000.0,VBD36779,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36779,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,56.0,Braine-le-Comte,1,7090.0,156000.0,VBD36780,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36780,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,158000.0,VBD36781,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36781,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Braine-le-Comte,2,7090.0,222000.0,VBD36782,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36782,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,221000.0,VBD36783,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36783,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,56.0,Braine-le-Comte,1,7090.0,160000.0,VBD36784,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36784,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,164000.0,VBD36785,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36785,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,135.0,Braine-le-Comte,3,7090.0,325000.0,VBD36786,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36786,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,66.0,Braine-le-Comte,1,7090.0,176000.0,VBD36787,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36787,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,226000.0,VBD36788,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36788,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,135.0,Braine-le-Comte,3,7090.0,328000.0,VBD36789,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36789,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,66.0,Braine-le-Comte,1,7090.0,178000.0,VBD36791,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36791,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,86.0,Braine-le-Comte,2,7090.0,228000.0,VBD36792,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36792,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,135.0,Braine-le-Comte,3,7090.0,330000.0,VBD36793,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36793,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,66.0,Braine-le-Comte,1,7090.0,180000.0,VBD36794,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36794,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,82.0,Mons,2,7000.0,224000.0,VBD36796,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36796,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,82.0,Mons,2,7000.0,226000.0,VBD36797,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36797,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,212000.0,VBD36798,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36798,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,65.0,Mons,1,7000.0,183000.0,VBD36799,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36799,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,88.0,Mons,2,7000.0,241000.0,VBD36800,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36800,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,224000.0,VBD36801,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36801,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,66.0,Mons,1,7000.0,183000.0,VBD36802,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36802,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,89.0,Mons,2,7000.0,241000.0,VBD36803,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36803,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,224000.0,VBD36804,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36804,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,224000.0,VBD36805,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36805,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,82.0,Mons,2,7000.0,226000.0,VBD36806,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36806,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,212000.0,VBD36807,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36807,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,66.0,Mons,1,7000.0,186000.0,VBD36808,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36808,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,89.0,Mons,2,7000.0,244000.0,VBD36809,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36809,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,227000.0,VBD36811,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36811,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,227000.0,VBD36812,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36812,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,82.0,Mons,2,7000.0,229000.0,VBD36813,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36813,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,215000.0,VBD36814,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36814,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,66.0,Mons,1,7000.0,188000.0,VBD36815,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36815,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,89.0,Mons,2,7000.0,246000.0,VBD36816,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36816,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,230000.0,VBD36817,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36817,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,230000.0,VBD36818,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36818,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,82.0,Mons,2,7000.0,232000.0,VBD36819,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36819,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,83.0,Mons,2,7000.0,218000.0,VBD36820,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36820,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,66.0,Mons,1,7000.0,230000.0,VBD36821,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36821,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,106.0,Mons,3,7000.0,301000.0,VBD36822,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36822,New,0,1,Hainaut,apartment,ready_to_move_in
,3.0,0,138.0,Mons,3,7000.0,366000.0,VBD36823,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7000/mons/vbd36823,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Braine-le-Comte,2,7090.0,241000.0,VBD36824,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36824,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,171000.0,VBD36825,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36825,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,171000.0,VBD36826,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36826,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,234000.0,VBD36827,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36827,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,88.0,Braine-le-Comte,2,7090.0,241000.0,VBD36828,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36828,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,171000.0,VBD36829,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36829,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,55.0,Braine-le-Comte,1,7090.0,167000.0,VBD36830,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36830,New,0,0,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,234000.0,VBD36831,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36831,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,65.0,Braine-le-Comte,1,7090.0,185000.0,VBD36832,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36832,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,135.0,Braine-le-Comte,3,7090.0,350000.0,VBD36833,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36833,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,237000.0,VBD36834,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36834,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,65.0,Braine-le-Comte,1,7090.0,185000.0,VBD36835,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36835,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,135.0,Braine-le-Comte,3,7090.0,353000.0,VBD36836,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36836,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,239000.0,VBD36837,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36837,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,115.0,Braine-le-Comte,3,7090.0,328000.0,VBD36838,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36838,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,234000.0,VBD36839,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36839,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,218000.0,VBD36840,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36840,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,220000.0,VBD36841,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36841,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,234000.0,VBD36842,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36842,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,218000.0,VBD36843,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36843,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,223000.0,VBD36845,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36845,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,237000.0,VBD36846,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36846,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,219000.0,VBD36847,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36847,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,225000.0,VBD36848,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36848,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,85.0,Braine-le-Comte,2,7090.0,239000.0,VBD36849,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36849,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,228000.0,VBD36850,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36850,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,82.0,Braine-le-Comte,2,7090.0,228000.0,VBD36852,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36852,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,96.0,Braine-le-Comte,2,7090.0,278000.0,VBD36853,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36853,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,0,110.0,Braine-le-Comte,2,7090.0,312000.0,VBD36854,Apartment,https://immovlan.be/en/detail/apartment/for-sale/7090/braine-le-comte/vbd36854,New,0,1,Hainaut,apartment,ready_to_move_in
,2.0,1,110.0,Oudergem,2,1160.0,695000.0,VBD37064,Apartment,https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd37064,New,0,1,Brussels Capital Region,apartment,ready_to_move_in
